symbol,company_name,sector,industry,country,market_cap,net_income,total_revenue,return_on_assets,return_on_equity,profit_margins,pe_trailing,pe_forward,earnings_growth,price_to_sales,price_to_book,revenue_growth,debt_to_equity,dividend_yield,payout_ratio,free_cashflow
MDWD,MediWound Ltd.,Healthcare,Biotechnology,Israel,213090384.0,-23879000.0,16959000.0,-0.19770001,-0.6386,-1.40804,,-7.6405525,,12.565032,4.8779054,-0.68,20.111,,0.0,-15578875.0
MDXG,"MiMedx Group, Inc.",Healthcare,Biotechnology,United States,539183488.0,30695000.0,389416000.0,0.08545,0.13773,0.07882,18.099998,29.55102,,1.3845952,2.0900693,-0.331,7.242,,0.0,60823000.0
MEC,"Mayville Engineering Company, Inc.",Industrials,Metal Fabrication,United States,648822464.0,-16305000.0,555688000.0,-0.00815,-0.06764,-0.02934,,19.472223,,1.1676021,2.148042,0.068,105.258,,0.0,13590500.0
MED,"Medifast, Inc.",Consumer Cyclical,Personal Services,United States,139989664.0,-20022000.0,346104000.0,-0.0433,-0.09799,-0.05785,,-20.983334,,0.40447283,0.6530083,-0.343,8.145,,0.0,4411250.0
MEDP,"Medpace Holdings, Inc.",Healthcare,Diagnostics & Research,United States,12360632320.0,460398016.0,2678267904.0,0.17473,0.77252996,0.1719,27.254408,23.316666,0.166,4.615159,20.65871,0.265,24.418,,0.0,490738880.0
MEG,"Onterris, Inc.",Industrials,Waste Management,United States,800798912.0,-4993000.0,830537984.0,0.00916,-0.0017,-0.00102,,13.564098,,0.964193,1.7631599,0.022,79.671,,0.0,83481872.0
MEI,"Methode Electronics, Inc.",Technology,Electronic Components,United States,398237920.0,-64400000.0,978200000.0,-0.010199999,-0.093380004,-0.06584,,72.51613,,0.407113,0.58977854,-0.026,54.489,1.96,0.36360002,75212496.0
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,Uruguay,84381409280.0,1920000000.0,31803000832.0,0.05108,0.31258,0.060370002,43.858234,28.128176,-0.156,2.653253,11.589296,0.49,169.977,,0.0,-4104624896.0
MERC,Mercer International Inc.,Basic Materials,Paper & Paper Products,Canada,69661800.0,-527545984.0,1850400000.0,-0.063829996,-2.4434,-0.2851,,-1.2513385,,0.037646886,-12.530121,-0.035,,16.04,0.1571,-99709752.0
MET,"MetLife, Inc.",Financial Services,Insurance - Life,United States,54087294976.0,3433999872.0,77583998976.0,0.00453,0.13014,0.04665,16.259188,7.64569,0.359,0.697145,1.9874219,0.027,178.019,2.82,0.4391,-17429749760.0
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,United States,1549098287104.0,70586998784.0,214962995200.0,0.16395001,0.32930002,0.32837,22.175146,16.948385,0.624,7.2063484,6.3560143,0.331,35.608,0.34,0.0764,25558249472.0
METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,United States,907234112.0,-60499000.0,523575008.0,-0.047989998,-0.15224,-0.11519,,78.42254,,1.7327682,2.1245422,-0.097,107.283,1.98,5.0,-97769872.0
METCB,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,United States,658917824.0,-60499000.0,523575008.0,-0.047989998,-0.15224,-0.11519,,,,1.2584975,1.5430403,-0.097,107.283,6.87,8.547299,-97769872.0
MFA,"MFA Financial, Inc.",Real Estate,REIT - Mortgage,United States,964787008.0,91207000.0,288145984.0,0.010880001,0.07442,0.4672,10.738636,6.3283086,,3.3482578,0.53963,-0.465,625.721,15.24,1.6364,
MFC,Manulife Financial Corporation,Financial Services,Insurance - Life,Canada,64302350336.0,5912000000.0,32028999680.0,0.00588,0.12564,0.20038,15.289682,10.754599,1.616,2.0076292,1.8542262,0.121,44.278,3.49,0.5202,5451250176.0
MFIN,Medallion Financial Corp.,Financial Services,Credit Services,United States,224905200.0,35983000.0,347764992.0,0.0368,0.10267,0.10347,6.3716216,6.3716216,-0.6,0.64671606,0.53482306,-0.064,471.698,5.94,0.3243,-57115624.0
MG,"Mistras Group, Inc.",Industrials,Security & Protection Services,United States,549792256.0,22411000.0,731443008.0,0.06325,0.103769995,0.030639999,24.685717,13.8795185,,0.75165427,2.3574352,0.046,107.463,,0.0,2864375.0
MGCOF,,,,,,,,,,,,,,,2.770065,,,,,
MGEE,"MGE Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,2871000320.0,142778000.0,750387008.0,0.03809,0.10948,0.19027,19.502563,17.91755,0.159,3.8260262,2.0716329,0.108,69.74,2.5,0.48080003,-180879248.0
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,United States,9824688128.0,187731008.0,17715318784.0,0.01844,0.13488,0.010299999,52.60274,17.237356,-0.059,0.5545871,4.037431,0.042,951.186,,0.0,528360256.0
MGNI,"Magnite, Inc.",Communication Services,Advertising Agencies,United States,1890438016.0,158659008.0,722553024.0,0.023759998,0.19118999,0.21958,12.571429,10.731707,,2.616331,2.0641127,0.055,46.809,,0.0,1524250.0
MGNX,"MacroGenics, Inc.",Healthcare,Biotechnology,United States,287940960.0,-70358000.0,157083008.0,-0.17984,-1.40271,-0.4479,,-3.2051964,,1.8330497,5.1594534,0.575,172.229,,0.0,11848750.0
MGPI,"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,United States,385750784.0,-238359008.0,521148992.0,0.03936,-0.34072,-0.45973,,8.574821,,0.7401929,0.66355413,-0.125,43.814,2.66,0.96,44757500.0
MGRC,McGrath RentCorp,Industrials,Rental & Leasing Services,United States,2703759616.0,155132000.0,947361024.0,0.06532,0.13074,0.16375,17.473015,15.70328,-0.043,2.8539908,2.185775,0.016,44.148,1.77,0.3079,100792752.0
MGTX,MeiraGTx Holdings plc,Healthcare,Biotechnology,United States,855711936.0,-120533000.0,79758000.0,-0.28055,,-1.51123,,-6.3724136,,10.728854,-12.941176,-0.848,,,0.0,45015624.0
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,United States,5569383424.0,317624992.0,1320056064.0,0.092709996,0.16469999,0.24404,16.901733,11.304327,-0.003,4.219051,2.731689,0.023,20.281,2.15,0.35549998,219403872.0
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,6241602048.0,414400000.0,10988300288.0,0.0341,0.051030003,0.03771,15.329342,10.339925,0.652,0.56802255,0.74700904,0.08,30.114,,0.0,858924992.0
MHLD,,,,,,,,,,,,,,,,,,,,
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction,United States,3345164288.0,359536000.0,4362395136.0,0.06493,0.116000004,0.08242,9.753569,8.397155,-0.359,0.7668183,1.0406497,-0.057,31.691,,0.0,172782128.0
MIDD,The Middleby Corporation,Industrials,Specialty Industrial Machinery,United States,6695814656.0,367488000.0,3310487040.0,0.058569998,0.12039,-0.12692,20.314129,13.617095,,2.022607,2.9071457,0.15,79.798,,0.0,541004032.0
MIR,"Mirion Technologies, Inc.",Industrials,Specialty Industrial Machinery,United States,4489432576.0,25100000.0,981000000.0,0.01254,0.01509,0.02559,183.5,28.066257,,4.576384,2.4395108,0.275,65.338,,0.0,68012496.0
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,6013968896.0,-798841024.0,569609024.0,-0.059380002,-3.3582401,-1.4024401,,-176.73834,,10.558064,24.778894,0.433,133.52,,0.0,166895872.0
MITK,"Mitek Systems, Inc.",Technology,Software - Application,United States,723896448.0,16564000.0,189592992.0,0.04482,0.072069995,0.08737001,47.14706,13.204284,0.0,3.8181603,3.0029976,0.056,23.852,,0.0,46592752.0
MITT,"TPG Mortgage Investment Trust, Inc.",Real Estate,REIT - Mortgage,United States,242660528.0,12538000.0,73819000.0,0.0043099998,0.0618,0.45556,18.166668,6.076147,,3.2872367,0.7475262,-0.781,1413.786,12.58,2.119,
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,United States,12850704384.0,1643299968.0,7108700160.0,0.048779998,0.25347,0.23117,7.836066,14.281147,5.283,1.8077432,1.8401601,0.167,65.158,4.02,0.3,372775008.0
MKL,Markel Group Inc.,Financial Services,Insurance - Property & Casualty,United States,23249096704.0,1746455040.0,16013251584.0,0.02477,0.09994,0.11071999,13.440571,15.26113,,1.451866,1.2899945,-0.169,23.5,,0.0,-1021131648.0
MKSI,MKS Inc.,Technology,Scientific & Technical Instruments,United States,21655998464.0,327000000.0,4072999936.0,0.04318,0.12662,0.08028,67.07531,21.689848,0.532,5.316965,7.676211,0.152,152.686,0.31,0.1904,488624992.0
MKTX,MarketAxess Holdings Inc.,Financial Services,Capital Markets,United States,4873525248.0,309444000.0,871072000.0,0.107939996,0.24298,0.35525,16.247631,15.293661,4.5,5.594859,4.094411,0.119,24.251,2.27,0.36259997,-253787120.0
ML,,,,,,,,,,,,,,,,,,,,
MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments,United States,600215680.0,3734000.0,247540992.0,0.0247,0.02184,0.01508,167.13847,20.155844,,2.4247122,3.2150571,0.036,91.069,0.59,0.9846,36833624.0
MLCO,Melco Resorts & Entertainment Limited,Consumer Cyclical,Resorts & Casinos,Hong Kong,2089008640.0,229344992.0,5297704960.0,0.05691,,0.04329,9.275863,6.41798,1.5,0.39432332,-1.7133758,0.109,,,0.0,
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,United States,14749014016.0,846777024.0,4371386880.0,0.17039,0.28297,0.19371,17.482306,15.244572,0.554,3.3739896,4.422892,0.193,0.679,1.05,0.1442,498643744.0
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,1056389632.0,10800000.0,3799300096.0,0.0381,0.010729999,0.0028400002,102.99999,7.7346683,,0.2780485,0.79105014,0.058,127.818,4.85,5.0,195262496.0
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,United States,32213424128.0,965000000.0,6350000128.0,0.04775,0.0947,0.39905998,33.677338,23.224312,12.208,5.07298,2.8520088,0.172,50.35,0.62,0.2056,841750016.0
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate,Real Estate Services,United States,343657664.0,-3998000.0,17058000.0,-0.063039996,-0.13606,-0.23437999,,,,20.146421,10.334527,-0.413,22.533,,0.0,-9596250.0
MLR,"Miller Industries, Inc.",Consumer Cyclical,Auto Parts,United States,530584544.0,15504000.0,745483008.0,0.022909999,0.037639998,0.0208,34.74627,14.55,-0.929,0.71173257,1.27161,-0.198,5.989,1.8,0.6045,95249504.0
MLTX,MoonLake Immunotherapeutics,Healthcare,Biotechnology,Switzerland,1339064064.0,-257080992.0,,-0.36661,-0.77848,0.0,,-5.2786145,,,5.164679,,39.682,,0.0,
MLYS,"Mineralys Therapeutics, Inc.",Healthcare,Biotechnology,United States,2462568448.0,-151779008.0,,-0.21271,-0.30985,0.0,,-15.376691,,,3.763712,,,,0.0,-78521624.0
MMC,,,,,,,,,,,,,,,,,,,,
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services,United States,1090402688.0,-587000.0,781585024.0,-0.00029,-0.00099,-0.00075,,32.033333,,1.3951172,1.9154874,0.182,13.186,1.73,1.3514,35525000.0
MMM,3M Company,Industrials,Conglomerates,United States,79507718144.0,2787000064.0,25024000000.0,0.08118,0.71458,0.11137,29.428574,16.12231,-0.397,3.1772585,24.367008,0.013,396.497,2.05,0.5723,2322374912.0
MMS,"Maximus, Inc.",Industrials,Specialty Business Services,United States,3213893888.0,373275008.0,5317828096.0,0.086389996,0.22188999,0.07019,9.184685,6.7442117,0.065,0.60436213,1.9144341,-0.041,95.935,2.16,0.1847,262571376.0
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,United States,3828051968.0,139336992.0,1542432000.0,0.04719,0.09121,0.09034,27.659483,14.568264,0.388,2.4818287,2.4068863,0.075,50.504,,0.0,178187376.0
MMYT,MakeMyTrip Limited,Consumer Cyclical,Travel Services,India,4055572480.0,51804000.0,1043990976.0,0.05441,0.089899994,0.04962,118.74999,18.864843,-0.922,3.8846815,-61.246418,0.019,,,0.0,88127872.0
MNDY,monday.com Ltd.,Technology,Software - Application,Israel,4075400960.0,119351000.0,1301011968.0,0.0029,0.12833999,0.09174,34.521835,14.652215,0.096,3.1324854,3.2192452,0.245,23.405,,0.0,248481248.0
MNKD,MannKind Corporation,Healthcare,Biotechnology,United States,1044251648.0,-23914000.0,360783008.0,0.02031,,-0.06628,,17.558443,,2.8944037,-17.604168,0.151,,,0.0,47002500.0
MNRO,"Monro, Inc.",Consumer Cyclical,Auto Parts,United States,502829312.0,-13870000.0,1178328960.0,0.0085,-0.01997,-0.010629999,,25.07485,1.613,0.42673084,0.8312243,-0.041,80.298,6.68,1.75,80126376.0
MNSO,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,China,4215078656.0,1205044992.0,21443827712.0,0.08926,0.11481,0.056199998,13.264706,7.6302557,,0.19656372,2.6417246,0.327,101.042,4.92,0.6381,1178114560.0
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,United States,84881326080.0,2031923968.0,8793075712.0,0.17725,0.26654,0.23108,41.92754,33.58759,0.289,9.653201,9.72546,0.269,1.082,,0.0,1684340480.0
MNTK,"Montauk Renewables, Inc.",Basic Materials,Specialty Chemicals,United States,220628752.0,2217000.0,180207008.0,0.00307,0.00849,0.0123000005,155.0,6.091091,,1.2243073,0.8419337,0.09,59.838,,0.0,-86415624.0
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,United States,123404959744.0,8032999936.0,20377999360.0,0.27609,,0.39518002,15.427976,12.594974,1.063,6.055794,-38.44953,0.053,,5.74,0.8768,8542875136.0
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,United States,13737530368.0,97800000.0,2873900032.0,0.09892,0.100150004,0.03403,143.14285,35.317272,,4.7801003,12.262073,0.305,66.658,,0.0,-109575000.0
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,United States,10104834048.0,283582016.0,4171013120.0,0.061979998,0.14403,0.06799,36.120045,27.752012,0.491,2.422633,4.8064256,0.126,69.336,0.38,0.1322,221396880.0
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,United States,9593694208.0,188000000.0,43095998464.0,0.0201,0.04482,0.0043599997,49.235294,20.085188,-0.95,0.22261219,2.3468685,-0.043,96.74,,0.0,757500032.0
MOMO,Hello Group Inc.,Communication Services,Internet Content & Information,China,871709696.0,804012992.0,10367095808.0,0.052649997,0.07164,0.07755,8.428572,5.634283,0.371,0.08408427,0.55913687,-0.023,1.162,,0.0,5298082304.0
MORN,"Morningstar, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,6831352832.0,402800000.0,2508400128.0,0.090459995,0.30656,0.16058001,18.3681,13.578241,0.5,2.7233903,6.705988,0.108,187.15,1.11,0.19530001,452812512.0
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,United States,7154728448.0,45000000.0,12429500416.0,0.02,0.0059399996,0.0036199999,160.78572,11.49173,,0.57562476,0.5912171,0.144,48.19,3.91,6.2857,-289787488.0
MOV,"Movado Group, Inc.",Consumer Cyclical,Luxury Goods,United States,632364736.0,26552000.0,671310016.0,0.02684,0.05407,0.03955,24.31624,15.546448,0.557,0.94198614,1.234327,0.056,15.417,4.92,1.1966001,22837876.0
MP,MP Materials Corp.,Basic Materials,Other Industrial Metals & Mining,United States,11475310592.0,-71194000.0,347568992.0,-0.020969998,-0.04167,-0.20482999,,55.05778,,33.015923,5.821893,1.186,44.018,,0.0,-174843504.0
MPAA,"Motorcar Parts of America, Inc.",Consumer Cyclical,Auto Parts,United States,209591504.0,1948000.0,770636032.0,0.030639999,0.0074699996,0.00253,121.22221,7.1540985,-0.182,0.27197212,0.81054974,-0.099,90.026,,0.0,12947625.0
MPB,"Mid Penn Bancorp, Inc.",Financial Services,Banks - Regional,United States,819908864.0,51212000.0,240260992.0,0.00819,0.06585,0.21315001,14.704544,8.924137,-0.493,3.412576,0.9221778,0.333,,2.66,0.3818,
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,74341662720.0,4627999744.0,135946002432.0,0.051459998,0.27458,0.03407,16.75329,11.376897,,0.546847,4.3387513,0.088,146.523,1.54,0.2515,3518749952.0
MPLX,MPLX LP,Energy,Oil & Gas Midstream,United States,57302011904.0,4694000128.0,11735000064.0,0.07042,0.33407003,0.40034,12.222944,11.435619,-0.184,4.8830004,4.0106535,-0.028,182.794,7.63,0.8801,1930125056.0
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,United States,78107369472.0,679657024.0,2957090048.0,0.121300004,0.19574,0.22984,113.63903,52.714527,0.395,26.413591,21.23938,0.261,0.543,0.5,0.4782,491719136.0
MQ,"Marqeta, Inc.",Technology,Software - Infrastructure,United States,1683400320.0,2169000.0,651609024.0,-0.00987,0.0025099998,0.00333,397.0,37.78793,,2.5834515,2.277682,0.192,0.992,,0.0,116240624.0
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,United States,789714368.0,-586000.0,55202000.0,-0.05009,-0.008909999,-0.010620001,3368.0,72.43011,-0.108,14.305902,11.23041,0.118,4.842,,0.0,1102500.0
MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense,United States,5917265920.0,-14101000.0,966945984.0,0.00527,-0.00963,-0.014579999,,64.344475,,6.119541,3.9630837,0.115,44.426,,0.0,97339000.0
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,United States,302331232256.0,8935000064.0,65768001536.0,0.12578,0.18944,0.13586001,34.481693,12.854453,,4.5969353,6.589686,0.049,106.936,2.78,0.9352,14049250304.0
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,United States,18601340928.0,-3193999872.0,2224999936.0,-0.13093,-0.36556998,-1.4355099,,-11.1507015,,8.360153,2.135374,2.602,17.522,,0.0,-20000000.0
MRP,"Millrose Properties, Inc.",Real Estate,REIT - Residential,United States,4587904000.0,462942016.0,712691968.0,0.045339998,0.078940004,0.64957,9.903226,8.554179,0.897,6.437429,0.783563,1.357,41.516,11.0,1.0502,-2056857728.0
MRTN,"Marten Transport, Ltd.",Industrials,Trucking,United States,1361722752.0,14491000.0,864025984.0,0.00442,0.018919999,0.01677,92.72222,35.51064,-0.661,1.5760206,1.7817873,-0.088,0.057,1.44,1.3333,-41072000.0
MRUS,,,,,,,,,,,,,,,,,,,,
MRVI,"Maravai LifeSciences Holdings, Inc.",Healthcare,Biotechnology,United States,1623047168.0,-104561000.0,204730000.0,-0.06589,-0.40982,-0.51073,,-42.401466,,7.927745,3.0683403,0.405,85.356,,0.0,-11334250.0
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,United States,171897356288.0,2670099968.0,8194599936.0,0.039389998,0.19253999,0.32584,64.16013,35.994133,1.063,20.976906,11.626103,0.221,33.479,0.12,0.078200005,1442787456.0
MS,Morgan Stanley,Financial Services,Capital Markets,United States,317081583616.0,17503000576.0,73173999616.0,0.0127,0.16388,0.24753,18.20924,15.829457,0.319,4.333255,3.0377164,0.163,502.246,1.99,0.35549998,
MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,United States,6599368704.0,290523008.0,1917106048.0,0.113409996,0.22830999,0.15158,23.10135,17.62231,0.212,3.4423597,4.8981404,0.1,48.574,1.26,0.2861,240252256.0
MSBI,"Midland States Bancorp, Inc.",Financial Services,Banks - Regional,United States,572764352.0,25427000.0,274468000.0,0.00508,0.0622,0.12809,23.024998,8.821839,,2.0868165,1.2824916,0.143,,4.63,1.0583,
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,United States,42803822592.0,1319704960.0,3239459072.0,0.20547001,,0.40737998,33.55473,26.210863,0.491,13.213263,-15.466585,0.141,,1.39,0.4255,1206103936.0
MSEX,Middlesex Water Company,Utilities,Utilities - Regulated Water,United States,970513728.0,43876000.0,199107008.0,0.02842,0.09222999,0.22073,21.7125,17.428093,0.081,4.8743324,1.9320751,0.1,85.192,2.72,0.5833,-30407376.0
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,United States,3109320130560.0,125215997952.0,318272995328.0,0.14814,0.34013999,0.39341998,24.944576,21.64525,0.234,9.769349,7.504348,0.183,30.271,0.87,0.20729999,37011251200.0
MSGE,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,United States,3294336256.0,48994000.0,1018600000.0,0.0502,1.70322,0.0481,67.61165,27.525692,-0.358,3.2341805,91.391075,0.016,2473.057,,0.0,328714880.0
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,United States,8519812096.0,-22342000.0,1079033984.0,-0.01035,,-0.020680001,,-1136.3475,,7.895777,-28.83791,0.019,,,0.0,50168500.0
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,United States,67075493888.0,2090000000.0,11868000256.0,0.11216,0.99289,0.1761,32.560837,21.850677,-0.138,5.651794,26.398378,0.074,374.132,1.2,0.371,1815124992.0
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,United States,5946354176.0,207679008.0,3832777984.0,0.08239,0.15002,0.054180004,28.629032,21.498863,0.086,1.5514476,4.2978206,0.029,40.335,3.27,0.9247,186387872.0
MSTR,Strategy Inc,Technology,Software - Application,United States,56138903552.0,-12773697536.0,490467008.0,-0.17813998,-0.30756,0.0,,35.83403,,114.4601,1.5090939,0.119,18.094,,0.0,-8699502592.0
MT,ArcelorMittal S.A.,Basic Materials,Steel,Luxembourg,50249072640.0,2921999872.0,62010998784.0,0.01051,0.054330003,0.047119997,17.29843,9.434542,-0.279,0.81032515,1.822218,0.045,23.917,0.91,0.1832,-2022875008.0
MTAL,,Financial Services,Shell Companies,Cayman Islands,386415392.0,-257868.0,,,,0.0,,,,,-44.019215,,,,,
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,United States,31219154944.0,2772000000.0,9310000128.0,0.013789999,0.102910005,0.31482,11.976404,10.219706,0.244,3.3532927,1.2263635,0.057,,2.81,0.32849997,
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,United States,8350941696.0,662713024.0,3519952896.0,0.15228,,0.18827,13.664123,8.447381,0.52,2.3724585,-38.370846,0.039,,2.23,0.29389998,805149184.0
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,Switzerland,22290800640.0,875059968.0,4089782016.0,0.20573999,,0.21395999,25.906292,21.51211,0.067,5.450364,-532.1225,0.072,,,0.0,615044352.0
MTDR,Matador Resources Company,Energy,Oil & Gas E&P,United States,7033454592.0,483264000.0,3591944960.0,0.047519997,0.100839995,0.13454,14.597938,6.6814275,,1.9581187,1.2596464,-0.064,60.382,2.65,0.35439998,-263931008.0
MTG,MGIC Investment Corporation,Financial Services,Insurance - Specialty,United States,5498746880.0,718190016.0,1204478976.0,0.09036,0.14114,0.59626997,8.253968,7.86925,0.013,4.5652494,1.1080332,-0.03,12.834,2.31,0.1841,473081504.0
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,United States,4290606848.0,385516000.0,5616498176.0,0.03902,0.074939996,0.06864,11.720803,9.8381605,-0.515,0.7639292,0.8410812,-0.177,37.341,2.99,0.32299998,138710000.0
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,United States,4547490304.0,232138000.0,2921807872.0,0.057010002,0.34555,0.079450004,20.321655,18.266918,-0.101,1.5563961,15.067296,-0.047,493.075,6.96,1.4139999,259326256.0
MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,United States,4473150976.0,76498000.0,1916044032.0,0.04038,0.08293,0.039920002,58.754097,28.903225,0.082,2.3345764,4.726985,0.308,58.783,0.26,0.1534,-2358875.0
MTRX,Matrix Service Company,Industrials,Engineering & Construction,United States,358143904.0,-14994000.0,845478016.0,-0.01184,-0.103360005,-0.01773,,19.142857,,0.4235993,2.5680857,0.033,13.408,,0.0,99415752.0
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,United States,29448644608.0,176752000.0,1073816064.0,0.0545,0.13492,0.16459998,164.24683,56.38976,0.429,27.424292,21.396975,0.225,29.203,,0.0,81527872.0
MTUS,Metallus Inc.,Basic Materials,Steel,United States,795507456.0,2900000.0,1186099968.0,0.0050199996,0.00424,0.00244,273.0,14.261194,3.317,0.6706917,1.1650308,0.099,1.933,,0.0,-46137500.0
MTW,"The Manitowoc Company, Inc.",Industrials,Farm & Heavy Construction Machinery,United States,415473888.0,7500000.0,2264600064.0,0.01924,0.01121,0.00331,55.095238,12.756339,,0.18346457,0.60572743,0.05,75.667,,0.0,-1837500.0
MTX,Minerals Technologies Inc.,Basic Materials,Specialty Chemicals,United States,2381160704.0,161800000.0,2127699968.0,0.053049996,0.09793,0.07604,15.086444,10.762439,,1.1191243,1.3779181,0.112,54.851,0.63,0.0904,85250000.0
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,United States,30193780736.0,449979008.0,15280253952.0,0.04936,0.15014,0.02945,67.154655,32.599876,5.08,1.976,9.004807,0.345,88.046,,0.0,12567875.0
MU,"Micron Technology, Inc.",Technology,Semiconductors,United States,846928216064.0,24110999552.0,58119000064.0,0.20145,0.39823002,0.41486,35.457977,7.309794,7.56,14.572312,11.691082,1.963,14.902,0.08,0.0217,2893499904.0
MUR,Murphy Oil Corporation,Energy,Oil & Gas E&P,United States,5447283712.0,83608000.0,2749468928.0,0.01725,0.022349998,0.030620001,64.406784,11.2976885,-0.261,1.9812131,1.068316,0.089,43.954,3.55,2.2458,223376624.0
MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,United States,10024778752.0,553699968.0,17298599936.0,0.11418,0.80345,0.03201,18.86479,18.571161,1.768,0.5795139,15.219001,0.071,412.267,0.45,0.0797,390312512.0
MVBF,MVB Financial Corp.,Financial Services,Banks - Regional,United States,331270464.0,28547000.0,159583008.0,0.009,0.088520005,0.17888,11.825688,10.257308,0.444,2.0758505,0.98883826,0.039,,2.64,0.31190002,
MVIS,"MicroVision, Inc.",Technology,Scientific & Technical Instruments,United States,206629488.0,-91496000.0,1554000.0,-0.41881,-1.9730201,0.0,,-3.2794735,,132.9662,5.0658536,0.587,135.091,,0.0,-30871876.0
MWA,"Mueller Water Products, Inc.",Industrials,Specialty Industrial Machinery,United States,3960282624.0,207400000.0,1463699968.0,0.10298,0.21333,0.1417,19.174242,16.018986,0.154,2.7056656,3.6975896,0.055,42.249,1.09,0.2076,99412496.0
MXCT,"MaxCyte, Inc.",Healthcare,Medical Devices,United States,111406536.0,-39119000.0,32287000.0,-0.11316,-0.21301001,-1.2116001,,-4.175868,,3.4505074,0.66368854,-0.071,10.416,,0.0,-14128000.0
MXL,"MaxLinear, Inc.",Technology,Semiconductors,United States,8879377408.0,-132105000.0,508896000.0,-0.06216,-0.27889,-0.25959,,53.078682,,17.448315,19.54662,0.43,33.285,,0.0,22663750.0
MYE,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,United States,836777088.0,41539000.0,828654976.0,0.06727,0.1467,0.03173,20.072073,11.978495,,1.0098015,2.8897536,0.018,126.065,2.42,0.48650002,69632624.0
MYFW,"First Western Financial, Inc.",Financial Services,Banks - Regional,United States,276399968.0,15211000.0,100463000.0,0.00495,0.05741,0.15141,18.448051,10.464088,0.465,2.7512612,1.011104,0.144,,,0.0,
MYGN,"Myriad Genetics, Inc.",Healthcare,Diagnostics & Research,United States,360792160.0,-230000000.0,557000000.0,-0.07645,-0.23513001,-0.41292998,,23.875,,0.64774173,1.0688305,-0.208,32.845,,0.0,-46062500.0
MYPS,"PLAYSTUDIOS, Inc.",Communication Services,Electronic Gaming & Multimedia,United States,60647844.0,-36435000.0,230798000.0,-0.05805,-0.15725,-0.15787,,36.458332,,0.26277456,0.26235425,-0.069,3.148,,0.0,28066624.0
